"kodeunit","kode","nmMenu","kdgrup","nmgrup","urut","norek","uraian","tampil",
"14","722","Tekeling","190","TUNJ.DAN BIAYA SOSIAL GOL.IB-IID","00012","1911","TUNJANGAN TETAP","YA",
"14","722","Tekeling","190","TUNJ.DAN BIAYA SOSIAL GOL.IB-IID","00013","1912","TUNJANGAN STRUKTURAL","YA",
"14","722","Tekeling","190","TUNJ.DAN BIAYA SOSIAL GOL.IB-IID","00014","1913","TUNJANGAN JABATAN","YA",
"14","722","Tekeling","190","TUNJ.DAN BIAYA SOSIAL GOL.IB-IID","00015","1914","TUNJANGAN KHUSUS","YA",
"14","722","Tekeling","190","TUNJ.DAN BIAYA SOSIAL GOL.IB-IID","00016","1915","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00001","1931","CUTI TAHUNAN/PANJANG","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00002","1932","PAKAIAN KERJA","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00003","1933","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00004","1934","JAMSOSTEK","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00005","1935","DAPENBUN","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00006","1936","DETASERING","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00007","1937","TUNJANGAN PPH","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00008","1938","TUNJANGAN TRANSPORT","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00009","1939","TUNJANGAN KOMUNIKASI","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00010","1940","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00011","1941","TUNJANGAN TETAP","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00012","1942","TUNJANGAN STRUKTURAL","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00013","1943","TUNJANGAN JABATAN","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00014","1944","TUNJANGAN KHUSUS","YA",
"14","722","Tekeling","191","TUNJ.DAN BIAYA SOSIAL GOL.IA","00015","1945","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","722","Tekeling","20","LAIN-LAIN","00001","2000","AKUMULASI PENYUSUTAN","YA",
"14","722","Tekeling","20","LAIN-LAIN","00002","2100","BIAYA TAHUN LALU","YA",
"14","722","Tekeling","20","LAIN-LAIN","00003","9900","EAP","YA",
"14","723","Casava","01","GAJI MANDOR/PENGAWAS","00001","0101","GAJI","YA",
"14","723","Casava","01","GAJI MANDOR/PENGAWAS","00002","0102","TUNJANGAN","YA",
"14","723","Casava","01","GAJI MANDOR/PENGAWAS","00003","0119","LAIN-LAIN","YA",
"14","723","Casava","02","PERSIAPAN LAHAN","00001","0201","MENGUKUR/SURVAI TANAH","YA",
"14","723","Casava","02","PERSIAPAN LAHAN","00002","0202","NYACAR","YA",
"14","723","Casava","02","PERSIAPAN LAHAN","00003","0203","TEBAS/TEBANG","YA",
"14","723","Casava","02","PERSIAPAN LAHAN","00004","0204","BONGKAR TUNGGUL","YA",
"14","723","Casava","02","PERSIAPAN LAHAN","00005","0205","RUMPUK BAKAR/NYASAP","YA",
"14","723","Casava","03","PENGOLAHAN TANAH","00001","0301","PEMBUATAN TERAS","YA",
"14","723","Casava","03","PENGOLAHAN TANAH","00002","0302","MENGARPUH/CANGKUL DALAM","YA",
"14","723","Casava","03","PENGOLAHAN TANAH","00003","0303","NGARAG/BUANG SISA-SISA AKAR","YA",
"14","723","Casava","03","PENGOLAHAN TANAH","00004","0304","PEMBUATAN JALAN","YA",
"14","723","Casava","03","PENGOLAHAN TANAH","00005","0305","PEMBUATAN SALURAN AIR","YA",
"14","723","Casava","04","MENANAM","00001","0401","MENGATUR JARAK TANAM","YA",
"14","723","Casava","04","MENANAM","00002","0402","MEMOTONG BIBIT","YA",
"14","723","Casava","04","MENANAM","00003","0403","ANGKUT BIBIT","YA",
"14","723","Casava","04","MENANAM","00004","0404","TIMPAH BIBIT","YA",
"14","723","Casava","04","MENANAM","00005","0405","MENANAM BIBIT","YA",
"14","723","Casava","04","MENANAM","00006","0406","BIBIT CASSAVA","YA",
"14","723","Casava","05","PEMELIHARAAN TANAMAN","00001","0501","PEMELIHARAAN JALAN","YA",
"14","723","Casava","05","PEMELIHARAAN TANAMAN","00002","0502","PEMELIHARAAN SAL AIR","YA",
"14","723","Casava","05","PEMELIHARAAN TANAMAN","00003","0503","PEMELIHARAAN TERAS/PETAK","YA",
"14","723","Casava","05","PEMELIHARAAN TANAMAN","00004","0504","MENYIRAM","YA",
"14","723","Casava","05","PEMELIHARAAN TANAMAN","00005","0505","MENYIANG DAN MERUMPUT","YA",
"14","723","Casava","05","PEMELIHARAAN TANAMAN","00006","0506","PENYIANG ROTASI","YA",
"14","723","Casava","05","PEMELIHARAAN TANAMAN","00007","0507","MEMBUMBUN ROTASI","YA",
"14","723","Casava","06","PEMBERANTASAN HAMA DAN PENYAKIT","00001","0601","PEMBERANTASAN HAMA","YA",
"14","723","Casava","06","PEMBERANTASAN HAMA DAN PENYAKIT","00002","0602","PEMBERANTASAN PENYAKIT","YA",
"14","723","Casava","07","PEMUPUKAN","00001","0701","PEMUPUKAN ORGANIK","YA",
"14","723","Casava","07","PEMUPUKAN","00002","0702","PEMUPUKAN AN ORGANIK/KIMIA","YA",
"14","723","Casava","08","MENDIRIKAN BANGUNAN","00001","0801","PEMELIHARAAN NAUNGAN","YA",
"14","723","Casava","08","MENDIRIKAN BANGUNAN","00002","0802","PEMELIHRAAN NAUNGAN","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00001","0901","MENUNAS","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00002","0902","PANGKAS/TOPING","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00003","1000","MENGOKULASI","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00004","1100","RISET DAN SELEKSI","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00005","1200","BONGKAR BIBIT","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00006","1300","DEDER BIBIT","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00007","1400","CENTENG/WAKER/KEAMANAN KEBUN","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00008","1500","POHON PELINDUNG","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00009","1600","ALAT DAN PERLENGKAPAN","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00010","1700","BARANG BAHAN PUPUK","YA",
"14","723","Casava","09","MENUNAS/PANGKAS/TOPING","00011","1800","BARANG BAHAN AGROKIMIA","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1905","DAPENBUN","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1906","DETASERING","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1907","TUNJANGAN PPH","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1908","TUNJANGAN TRANSPORT","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1909","TUNJANGAN KOMUNIKASI","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1910","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1911","TUNJANGAN TETAP","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1912","TUNJANGAN STRUKTURAL","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1913","TUNJANGAN JABATAN","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1914","TUNJANGAN KHUSUS","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","","1915","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","00001","1901","CUTI TAHUNAN/PANJANG","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","00002","1902","PAKAIAN KERJA","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","00003","1903","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","723","Casava","190","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB-IID","00004","1904","JAMSOSTEK","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1931","CUTI TAHUNAN/PANJANG","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1932","PAKAIAN KERJA","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1933","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1934","JAMSOSTEK","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1935","DAPENBUN","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1936","DETASERING","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1937","TUNJANGAN PPH","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1938","TUNJANGAN TRANSPORT","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1939","TUNJANGAN KOMUNIKASI","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1940","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1941","TUNJANGAN TETAP","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1942","TUNJANGAN STRUKTURAL","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1943","TUNJANGAN JABATAN","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1944","TUNJANGAN KHUSUS","YA",
"14","723","Casava","191","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","","1945","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","723","Casava","20","LAIN-LAIN","","2000","BIAYA EAP","YA",
"14","723","Casava","20","LAIN-LAIN","","2100","BIAYA LAIN-LAIN","YA",
"14","723","Casava","20","LAIN-LAIN","","2200","BIAYA TAHUN LALU","YA",
"14","723","Casava","20","LAIN-LAIN","","2900","PEMINDAH BUKUAN/PENUTUP","YA",
"14","724","Pesemaian (HTE)","0580101","GAJI MANDOR/PENGAWAS","00001","058010101","GAJI","YA",
"14","724","Pesemaian (HTE)","0580101","GAJI MANDOR/PENGAWAS","00002","058010102","TUNJANGAN","YA",
"14","724","Pesemaian (HTE)","0580101","GAJI MANDOR/PENGAWAS","00003","058010119","LAIN-LAIN","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00001","058010201","MENGUKUR/SURVEY TANAH","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00002","058010202","MEMBONGKAR/MEMBAKAR TANGGUL","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00003","058010203","MEMBERSIHKAN/MERATAKAN TANAH","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00004","058010204","MENGGARPU","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00005","058010205","MEMETAK","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00006","058010206","MENGAJIR","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00007","058010207","BUANG SAMPAH/GULIK","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00008","058010208","MENYASAP","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00009","058010209","AMBIL/ANGKUT TANAH","YA",
"14","724","Pesemaian (HTE)","0580102","PENGOLAHAN TANAH","00010","058010210","NGAYAK TANAH","YA",
"14","724","Pesemaian (HTE)","0580103","PEMBUATAN SAUNG","00001","058010301","MENDIRIKAN BANGUNAN","YA",
"14","724","Pesemaian (HTE)","0580103","PEMBUATAN SAUNG","00002","058010302","MEMELIHARA NAUNGAN","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00001","058010401","MENDEDER BIJI","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00002","058010402","MENANAM/KECAMBAH/STEK","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00003","058010403","BONGKAR/PINDAH KECAMBAH","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00004","058010404","NYUSUN BEKONG/POLYBAG","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00005","058010405","FUMIGASI","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00006","058010406","MELOBANGI BEKONG","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00007","058010407","AMBIL/ANGKUT BAHAN STEK","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00008","058010408","MENGISI TANAH KEDALAM BEKONG","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00009","058010409","BARANG BAHAN/BIBIT","YA",
"14","724","Pesemaian (HTE)","0580104","MENANAM/PEMBIBITAN","00010","058010410","LAIN-LAIN/EAP","YA",
"14","724","Pesemaian (HTE)","0580105","JALAN, SALURAN AIR & TERAS","00001","058010501","PEMBUATAN/PEMBUATAN JALAN","YA",
"14","724","Pesemaian (HTE)","0580105","JALAN, SALURAN AIR & TERAS","00002","058010502","PEMBUATAN/PEMELIHARAAN SAL.AIR & TERAS","YA",
"14","724","Pesemaian (HTE)","0580105","JALAN, SALURAN AIR & TERAS","00003","058010503","PEMBUATAN/PEMELIHARAAN TERAS/PETAK","YA",
"14","724","Pesemaian (HTE)","0580106","MENYIRAM","00001","058010601","UPAH","YA",
"14","724","Pesemaian (HTE)","0580106","MENYIRAM","00002","058010602","ALAT/PERLENGKAPAN","YA",
"14","724","Pesemaian (HTE)","0580106","MENYIRAM","00003","058010603","LAINNYA","YA",
"14","724","Pesemaian (HTE)","0580107","MENYIANG DAN MERUMPUT","00001","058010701","UPAH","YA",
"14","724","Pesemaian (HTE)","0580107","MENYIANG DAN MERUMPUT","00002","058010702","BARANG BAHAN MENYIANG","YA",
"14","724","Pesemaian (HTE)","0580107","MENYIANG DAN MERUMPUT","00003","058010703","ALAT/PERLENGKAPAN","YA",
"14","724","Pesemaian (HTE)","0580108","PEMBERANTASAN HAMA & PENYAKIT","00001","058010801","PEMBERANTASAN HAMA","YA",
"14","724","Pesemaian (HTE)","0580108","PEMBERANTASAN HAMA & PENYAKIT","00002","058010802","BARANG BAHAN PEMBERANTASAN HAMA","YA",
"14","724","Pesemaian (HTE)","0580108","PEMBERANTASAN HAMA & PENYAKIT","00003","058010803","PEMBERANTASAN PENYAKIT","YA",
"14","724","Pesemaian (HTE)","0580108","PEMBERANTASAN HAMA & PENYAKIT","00004","058010804","BARANG BAHAN PEMB.PANYAKIT","YA",
"14","724","Pesemaian (HTE)","0580109","MEMUPUK","00001","058010901","UPAH","YA",
"14","724","Pesemaian (HTE)","0580109","MEMUPUK","00002","058010902","PUPUK","YA",
"14","724","Pesemaian (HTE)","0580109","MEMUPUK","00003","058010903","ALAT/PERLENGKAPAN","YA",
"14","724","Pesemaian (HTE)","0580109","MEMUPUK","00004","058010904","EAP PUPUK","YA",
"14","724","Pesemaian (HTE)","0580110","LAIN-LAIN","00001","058011001","RISET DAN SELEKSI","YA",
"14","724","Pesemaian (HTE)","0580110","LAIN-LAIN","00002","058011002","BUKA TUTUP SUNGKUP","YA",
"14","724","Pesemaian (HTE)","0580110","LAIN-LAIN","00003","058011003","BONGKAR BIBIT","YA",
"14","724","Pesemaian (HTE)","0580110","LAIN-LAIN","00004","058011004","PENJAGA PESEMAIAN","YA",
"14","724","Pesemaian (HTE)","0580110","LAIN-LAIN","00005","058011005","POHON PELINDUNG","YA",
"14","724","Pesemaian (HTE)","0580110","LAIN-LAIN","00006","058011006","ALAT/PERLENGKAPAN","YA",
"14","724","Pesemaian (HTE)","0580110","LAIN-LAIN","00007","058011007","LAIN-LAIN","YA",
"14","724","Pesemaian (HTE)","0580120","REKENING PENUTUP","00001","058012001","BIAYA TAHUN LALU","YA",
"14","724","Pesemaian (HTE)","0580120","REKENING PENUTUP","00002","058012002","DIPIDAHKAN KE TTI","YA",
"14","724","Pesemaian (HTE)","0580120","REKENING PENUTUP","00003","058012003","DIPINDAHKAN KE TBM","YA",
"14","724","Pesemaian (HTE)","0580120","REKENING PENUTUP","00004","058012004","DIPINDAHKAN KE KEBUN SEINDUK","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580201","GAJI/UPAH","00001","058020101","GAJI","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580201","GAJI/UPAH","00002","058020102","TUNJANGAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580201","GAJI/UPAH","00003","058020109","LAIN-LAIN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580202","PENGOLAHAN TANAH","00001","058020201","SURVEY TANAH","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580202","PENGOLAHAN TANAH","00002","058020202","MEMBONGKAR/MEMBAKAR TUNGGUL","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580202","PENGOLAHAN TANAH","00003","058020203","PENGERJAAN TANAH/MERATAKAN TANAH","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580202","PENGOLAHAN TANAH","00004","058020208","ALAT DAN PERLENGKAPAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580202","PENGOLAHAN TANAH","00005","058020209","LAIN-LAIN/EAP","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580203","PEMBUATAN/PEMELIHARAAN JALAN & SAL.AIR","00001","058020301","PEMBUATAN/PEMELIHARAAN JALAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580203","PEMBUATAN/PEMELIHARAAN JALAN & SAL.AIR","00002","058020302","PEMBUATAN/PEMELIHARAAN SAL.AIR","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580203","PEMBUATAN/PEMELIHARAAN JALAN & SAL.AIR","00003","058020303","PEMBUATAN/PEMELIHARAAN TERAS","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580203","PEMBUATAN/PEMELIHARAAN JALAN & SAL.AIR","00004","058020308","ALAT DAN PERLENGKAPAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580203","PEMBUATAN/PEMELIHARAAN JALAN & SAL.AIR","00005","058020309","LAIN-LAIN/EAP","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580204","M E N A N A M","00001","058020401","MENGATUR JARAK DAN MENGGALI LOBANG","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580204","M E N A N A M","00002","058020402","BIBIT","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580204","M E N A N A M","00003","058020403","MENANAM DAN MENYISIP","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580204","M E N A N A M","00004","058020408","ALAT DAN PERLENGKAPAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580204","M E N A N A M","00005","058020409","LAIN-LAIN/EAP","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580205","M E N Y I A N G","00001","058020501","PENY.MANUAL -GACOK","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580205","M E N Y I A N G","00002","058020502","PENY.MANUAL -JOJO","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580205","M E N Y I A N G","00003","058020503","PENY.MANUAL -KOREK","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580205","M E N Y I A N G","00004","058020504","PENY.MANUAL -BABAD","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580205","M E N Y I A N G","00005","058020510","PENY.KIMIA -UPAH","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580205","M E N Y I A N G","00006","058020511","PENY.KIMIA -BARANG BAHAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580205","M E N Y I A N G","00007","058020512","PENY.KIMIA -LAINNYA","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00001","058020601","HAMA - HELOPELTIS","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00002","058020602","HAMA - TIKUS","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00003","058020603","HAMA - URET","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00004","058020604","HAMA - RAYAP","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00005","058020605","EAP PEMBERANTASAN HAMA","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00006","058020610","PENYAKIT - BROWN BAST","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00007","058020611","PENYAKIT - ANTHACNOSE","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00008","058020612","PENYAKIT - TAJUK","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00009","058020613","PENYAKIT - BUSUK DAUN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00010","058020614","PENYAKIT - BUSUK PANGKAL","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580206","PENGENDALIAN HAMA & PENYAKIT","00011","058020615","EAP PEMBERANTASAN PENYAKIT","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580207","P E M U P U K A N","00001","058020701","PEMUPUKAN AKAR","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580207","P E M U P U K A N","00002","058020702","PEMUPUKAN DAUN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580208","PANGKASAN POHON PELINDUNG","00001","058020801","POHON PELINDUNG","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580208","PANGKASAN POHON PELINDUNG","00002","058020802","BARANG BAHAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580208","PANGKASAN POHON PELINDUNG","00003","058020803","ALAT & PERLENGKAPAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580209","PEKERJAAN LAIN-LAIN","00001","058020901","PENYERBUKAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580209","PEKERJAAN LAIN-LAIN","00002","058020902","ALAT & PERLENGKAPAN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580209","PEKERJAAN LAIN-LAIN","00003","058020909","LAIN-LAIN","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580220","REKENING PENUTUP","00001","058022001","BIAYA TAHUN LALU","YA",
"14","725","Tanaman Tahun Ini (HTE)","0580220","REKENING PENUTUP","00002","058022002","DIPINDAHKAN KE TBM","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580301","GAJI MANDOR/PENGAWAS","00001","058030101","GAJI","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580301","GAJI MANDOR/PENGAWAS","00002","058030102","TUNJANGAN","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580301","GAJI MANDOR/PENGAWAS","00003","058030109","LAIN-LAIN","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580302","PENGOLAHAN TANAH","00001","058030201","UPAH","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580302","PENGOLAHAN TANAH","00002","058030202","BARANG BAHAN & PERLENGKAPAN","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580302","PENGOLAHAN TANAH","00003","058030203","LAIN-LAIN/EAP","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580303","PEMELIHARAAN JALAN & SAL.AIR","00001","058030301","PEMELIHARAAN JALAN","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580303","PEMELIHARAAN JALAN & SAL.AIR","00002","058030302","PEMELIHARAAN SAL.AIR","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580303","PEMELIHARAAN JALAN & SAL.AIR","00003","058030303","PEMBUATAN/PEMELIHARAAN TERAS","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580303","PEMELIHARAAN JALAN & SAL.AIR","00004","058030304","LAIN-LAIN/EAP","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580304","M E N A N A M","00001","058030401","MELUBANG","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580304","M E N A N A M","00002","058030402","BIBIT","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580304","M E N A N A M","00003","058030403","MENYULAM","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580305","M E N Y I A N G","00001","058030501","JOJO","YA",
"14","726","Tanaman Belum Menghasilkan (HTE)","0580305","M E N Y I A N G","00002","058030502","BABAD","YA",
